source_platform,label,root_cause,attack_path,severity,authority_tier,title,source_url
eclair,key:entropy-rng,signature_verification_flaw,malicious_pairing_session,Info,B_corroborated,Receive payments for Bolt 12 invoices (#2416),https://github.com/ACINQ/eclair/commit/9d17b1dfc13ef03fcba876f3eb134123a233b62b
eclair,test,weak_key_generation,unknown,Info,B_corroborated,Check that channel seed has not been modified (#2226),https://github.com/ACINQ/eclair/commit/ddb52d82ea211d97eff9af42ac57308e9002b149
eclair,crypto-primitives,weak_key_generation,malicious_peer,Info,B_corroborated,Segregate the node seed from the channel seed (#1584),https://github.com/ACINQ/eclair/commit/f32e75b006b7e6d846d5af0ab203b327f542a919
eclair,ui:transaction-preview,weak_key_generation,unknown,Info,C_candidate,Added an optional seed to Setup (#424),https://github.com/ACINQ/eclair/commit/6719c2d8f18ffcb218c63c75bd1e159276f0711a
eclair,other,weak_key_generation,unknown,Info,C_candidate,Use default seed for electrum if none is provided (#482),https://github.com/ACINQ/eclair/commit/49cbad159010b2167080f1e469da446dce4b2a58
eclair,test,weak_key_generation,unknown,Info,C_candidate,using a different seed for alice and bob in tests,https://github.com/ACINQ/eclair/commit/11935151a264529343df8c76b63c0aad3fcf0f50
eclair,storage,weak_key_generation,unknown,Info,C_candidate,"now storing conf, seed and db in a datadir (default ~/.eclair)",https://github.com/ACINQ/eclair/commit/05e2bd34d435beac27bcdf3e20ce0b10d39ef40d
eclair,other,weak_key_generation,unknown,Info,C_candidate,"Add cluster doc, and packaging improvements (#1646)",https://github.com/ACINQ/eclair/commit/39d9bfbec5eb88cc0e988a0a1afec690b5e42d23
eclair,key:entropy-rng,weak_key_generation,malicious_peer,Info,B_corroborated,Derive channel keys from the channel funding pubkey (#1097),https://github.com/ACINQ/eclair/commit/ea773425c2b53498cfeedd25b9c4af601fdd2ac9
eclair,key:seed-mnemonic,weak_key_generation,hostile_network_or_rpc,Info,B_corroborated,Support for electrumx API (#208),https://github.com/ACINQ/eclair/commit/875dc04d3904d44e7bb10bc30d53434f1d81e9a6
eclair,ui:transaction-preview,weak_key_generation,unknown,Info,B_corroborated,Improve Electrum start-up time (#848),https://github.com/ACINQ/eclair/commit/9f6d07ae443e4eb8336fca411444a61a99dafd14
eclair,test,other,unknown,Info,B_corroborated,Fix flaky DER signature weight test (#3299),https://github.com/ACINQ/eclair/commit/0f5d4b89330f2ae383b13fc64b480d755ba6c9d4
eclair,test,other,unknown,High,A_authoritative,Add high-S signature Bolt 11 test vector (#3163),https://github.com/ACINQ/eclair/commit/e8ec148951b873bf3c96a71d9193db759209720c
eclair,sign:encoding-malleability,signature_verification_flaw,unknown,Info,B_corroborated,Allow omitting `previousTx` for taproot splices (#3143),https://github.com/ACINQ/eclair/commit/0e0da422986bd66672afc5e0f549e85f2f945cae
eclair,key:derivation,crypto_misuse,malicious_pairing_session,Info,B_corroborated,Simple taproot channels (#3103),https://github.com/ACINQ/eclair/commit/d8ce91b4efea704ee56a9938928824d1ed2665f9
eclair,key:derivation,weak_key_generation,malicious_pairing_session,Info,B_corroborated,Stop storing commit tx and HTLC txs in channel data (#3099),https://github.com/ACINQ/eclair/commit/7b67f332baf2312ef75bbf1f580643d90f831935
eclair,key:derivation,crypto_misuse,malicious_peer,Info,B_corroborated,Correctly fill PSBT for taproot `interactive-tx` (#3169),https://github.com/ACINQ/eclair/commit/76f8d53aea564d169e4abc774bc098e21ef53366
eclair,sign:encoding-malleability,signature_verification_flaw,unknown,Info,B_corroborated,Use SHA256 checksum to verify bitcoind download (#2996),https://github.com/ACINQ/eclair/commit/10edb42b20391d80aa7fbb3e240c78e4b7c77264
eclair,key:derivation,serialization_bug,malicious_peer,Info,B_corroborated,Simplify force-close transaction signing and replaceable publishers (#,https://github.com/ACINQ/eclair/commit/961f84403125fc2a07400a574e21f2de4651a0ab
eclair,test,crypto_misuse,malicious_peer,Info,C_candidate,Fix flaky test (#2833),https://github.com/ACINQ/eclair/commit/c866be321c677e5be9d35b8a843a7c8cd7986c2e
eclair,key:derivation,crypto_misuse,unknown,Info,B_corroborated,Refactor replaceable transactions (#3075),https://github.com/ACINQ/eclair/commit/fdc207797a9ef29e9910ac9ac03441b151a7229c
eclair,key:derivation,signature_verification_flaw,unknown,Info,B_corroborated,ChannelKeyManager: add optional list of spent outputs to sign() method,https://github.com/ACINQ/eclair/commit/650681f78e28b0839943b9dec25335ed5ef9ef19
eclair,other,other,malicious_peer,Info,B_corroborated,Unlock utxos on reconnect when signatures haven't been sent (#2827),https://github.com/ACINQ/eclair/commit/e32044f05f44409af9ecfd9fdd4d5d5e4c999c78
eclair,sign:encoding-malleability,missing_replay_protection,malicious_pairing_session,Info,B_corroborated,Send `channel_announcement` for splice transactions on public channels,https://github.com/ACINQ/eclair/commit/06eb44af7de28ab7c49b6f9874e393947620ade5
eclair,test,other,unknown,Info,C_candidate,fix signatures,https://github.com/ACINQ/eclair/commit/6b894e5a48dda6f10230ff4f9d438b3126d2877b
eclair,other,other,unknown,Info,B_corroborated,fix initial signature exchange,https://github.com/ACINQ/eclair/commit/b886388b88404c9c91da7d05fe780b1c694e18b9
eclair,serialization,other,unknown,Info,B_corroborated,fix protobuf signature conversion,https://github.com/ACINQ/eclair/commit/347ecd07a2cb2281f9c5a1811a8c96472f67df86
eclair,other,other,unknown,Info,B_corroborated,now handling bad signature,https://github.com/ACINQ/eclair/commit/5752a72ec8b8d06609ff8bb20611eab156f3a66c
eclair,test,improper_state_update,unknown,Info,C_candidate,router now checks announcement signatures,https://github.com/ACINQ/eclair/commit/c72a2a5d8d35fd17d405db46fe72bd0b54cf6c00
eclair,test,crypto_misuse,unknown,Info,B_corroborated,now check signature of htlc-success txs,https://github.com/ACINQ/eclair/commit/8e85d4ab63e38c1c90501c319b2d960b379294e0
eclair,serialization,other,unknown,Info,B_corroborated,Unlock utxos during dual funding failures (#2390),https://github.com/ACINQ/eclair/commit/ad19a665a14ce7d1b81a20a05e1ee255ec9c9916
eclair,other,other,unknown,Info,B_corroborated,Do not hardcode input index at signature (#2563),https://github.com/ACINQ/eclair/commit/f02d33daddae96f9f2e9d667c205e6263072ed73
eclair,key:derivation,weak_key_generation,malicious_peer,Info,B_corroborated,Channels data format migration (#1849),https://github.com/ACINQ/eclair/commit/e9df4eece09f8757d4e03405b70d1d551bdadff1
eclair,sign:encoding-malleability,crypto_misuse,unknown,Info,B_corroborated,Re-send htlc/sigs after `funding_locked` (#169),https://github.com/ACINQ/eclair/commit/a79f60fdbea6f2ea8f1434d91958c89a08a65e47
eclair,serialization,missing_input_validation,malicious_peer,Info,B_corroborated,Fix `tx_signatures` retransmission (#2748),https://github.com/ACINQ/eclair/commit/55f9698714fed099893976dc29e642dec2f7fde7
eclair,key:backup-restore,crypto_misuse,hostile_network_or_rpc,Info,B_corroborated,Handle unknown fields in network announcements (#1047),https://github.com/ACINQ/eclair/commit/e5c5a4cfbc4906f1da73f0c21988a8a9d360fb0a
eclair,serialization,crypto_misuse,malicious_pairing_session,Info,B_corroborated,Store channel state after sending `commit_sig` (#2614),https://github.com/ACINQ/eclair/commit/3a95a7deb5a4afb4735d8dd63f6bfd2f5af51705
eclair,test,missing_input_validation,malicious_peer,Info,B_corroborated,Validate `channel_announcement` sigs early (#1406),https://github.com/ACINQ/eclair/commit/c4d085a5377eea1f605cd7a4100a615a0fafa403
eclair,serialization,serialization_bug,unknown,Info,B_corroborated,improved reconnection logic and fuzzy tests (#123),https://github.com/ACINQ/eclair/commit/d0a18c064993ea650a4ddcc6704ded08143d3100
eclair,network-io,resource_exhaustion,unknown,Info,B_corroborated,Better handling of force-closing of channels (#483),https://github.com/ACINQ/eclair/commit/dceb6b9b068ef2b99dccbd3ee1a76a7b3351ac9f
eclair,sign:verification,user_deception,malicious_peer,Info,B_corroborated,Rework mutual closing (#247),https://github.com/ACINQ/eclair/commit/ee7038c7a6d7ff2c17daaab5fae9cd359c86e30c
eclair,serialization,resource_exhaustion,unknown,Info,B_corroborated,Added support for data loss protection option (#410),https://github.com/ACINQ/eclair/commit/a065ae757fbc9466bf44daf2e1932ca6f7f7e805
eclair,test,crypto_misuse,unknown,Info,B_corroborated,Make Commitments method return Try[] (#1311),https://github.com/ACINQ/eclair/commit/4012db582815e4d77b4cb20831bb11db0e90a6a7
eclair,sign:encoding-malleability,signature_verification_flaw,hostile_network_or_rpc,Info,B_corroborated,Better closing tx management (#423),https://github.com/ACINQ/eclair/commit/7aca967e91e9d0623e8461adc895325c5ab30960
eclair,key:derivation,signature_verification_flaw,malformed_input,Info,B_corroborated,Add support for zero-fee commitment format (#3192),https://github.com/ACINQ/eclair/commit/35403401008228c71e9ae301bde5092101e9b38f
eclair,key:derivation,serialization_bug,malicious_peer,Info,B_corroborated,Resign next remote commit on reconnection (#3157),https://github.com/ACINQ/eclair/commit/379abc55b76668e83a7144f225e9e9a52c260c88
eclair,serialization,serialization_bug,unknown,Info,B_corroborated,Remove non-final transactions from `XxxCommitPublished` (#3097),https://github.com/ACINQ/eclair/commit/52b7652b83e3645b4bda7737b3611984c7be0a53
eclair,key:derivation,crypto_misuse,malicious_pairing_session,Info,B_corroborated,Prioritize remote commitment instead of local one (#3019),https://github.com/ACINQ/eclair/commit/f6b051cf7344ede29d0197d9967004f07391b766
eclair,network-io,crypto_misuse,malicious_pairing_session,Info,B_corroborated,Reestablish partially signed splice with current `remote_commitment_nu,https://github.com/ACINQ/eclair/commit/ef1a029dff5025f29e2b2e26c477638fd0d851eb
eclair,key:derivation,crypto_misuse,unknown,Info,B_corroborated,Skip anchor tx when remote commit has been evicted (#2830),https://github.com/ACINQ/eclair/commit/5d6a1db9fb39ed004a157fe79aa6aed748df8ed9
eclair,test,crypto_misuse,malicious_peer,Info,B_corroborated,Don't send splice_locked before tx_signatures (#2741),https://github.com/ACINQ/eclair/commit/948b4b91dba77bd129f34563fb782923051c30fd
eclair,test,crypto_misuse,unknown,Info,B_corroborated,Only use txid in error messages (#2423),https://github.com/ACINQ/eclair/commit/21c6278305bdb773ec8e0360054ae83053b6d58a
eclair,ui:display-integrity,user_deception,unknown,Info,B_corroborated,Allow negative contributions in `InteractiveTxBuilder` (#2619),https://github.com/ACINQ/eclair/commit/daf947fb600db4ed2eee6096948cf73626b475f1
eclair,sign:encoding-malleability,other,unknown,Info,B_corroborated,Make signing payment requests faster (#1754),https://github.com/ACINQ/eclair/commit/13217610ae3469b0402d881f033163c679064316
eclair,other,crypto_misuse,unknown,Info,B_corroborated,only forward cross-signed htlcs,https://github.com/ACINQ/eclair/commit/f061f598036f6b08608c5ebb59f95dbd9600101c
eclair,test,crypto_misuse,unknown,Info,B_corroborated,Support signing multiple similar/identical HTLCs (#553),https://github.com/ACINQ/eclair/commit/449c3071327d1c47b0bca07862afd0e67dd07d04
eclair,test,crypto_misuse,malicious_peer,Info,B_corroborated,"automatically sign back on revocation when necessary, removed schedule",https://github.com/ACINQ/eclair/commit/559afff522525dbf794583519ab68a0cd5d7ce51
eclair,ui:transaction-preview,crypto_misuse,unknown,Info,B_corroborated,properly handle update_fail_htlc when sender and receiver have signed,https://github.com/ACINQ/eclair/commit/78c79ff8036111a9386ac3b0f91e1c0e2de1f4e3
eclair,other,other,unknown,Info,B_corroborated,"sending a sig on reconnection, because last CMD_SIGN might have been i",https://github.com/ACINQ/eclair/commit/bcbc40e7adc946763a06dc68e84262737c9378db
eclair,test,improper_state_update,malicious_pairing_session,Info,B_corroborated,Relay partially failed htlcs when closing (#1706),https://github.com/ACINQ/eclair/commit/bf2a35f74cf79ce4f76e095916db43d9b4345ec6
eclair,test,race_condition,unknown,Info,B_corroborated,Fix HTLC fulfill race condition in integration spec (#1666),https://github.com/ACINQ/eclair/commit/9c4ab7d923a8e6947689c0129a2bfc6169aff657
eclair,sign:encoding-malleability,missing_input_validation,malicious_pairing_session,Info,B_corroborated,Relay fail message *after* it is cross-signed (#754),https://github.com/ACINQ/eclair/commit/8887ac20433d8e9d12d367e326e516129d5414dc
eclair,crypto-primitives,crypto_misuse,unknown,Info,C_candidate,create a specific data stucture for commitment data,https://github.com/ACINQ/eclair/commit/d07a20135312a7461344bda3fbbfd028ab287ac5
eclair,sign:bitcoin-sighash,crypto_misuse,unknown,Info,C_candidate,Split commit nonces from funding nonce in `tx_complete` (#3145),https://github.com/ACINQ/eclair/commit/d7ee6638c7c2094bbcd9309d5505a3f4f9c8dbbc
eclair,sign:bitcoin-sighash,improper_state_update,unknown,Info,B_corroborated,Create fresh shutdown nonce on reconnection (#3184),https://github.com/ACINQ/eclair/commit/d1863f9457988e2b78d0c3460b5bb09ae2d610c1
eclair,test,missing_replay_protection,malicious_pairing_session,Info,B_corroborated,Don't relay buggy extra payments (#2937),https://github.com/ACINQ/eclair/commit/f4efd64ae5a9775b5cabc552fe1665a48efc60b9
eclair,test,missing_replay_protection,unknown,Info,C_candidate,"made commitment functions no-op when replaying known messages, improve",https://github.com/ACINQ/eclair/commit/6ebe5b4ff242f129252cce376096fdd60e777ef6
eclair,other,missing_replay_protection,malicious_peer,Info,B_corroborated,watcher is now replaying txes since parent confirmed when an output ha,https://github.com/ACINQ/eclair/commit/394c0caf0a6ee5d596515b4fdc861f1178c9ad80
eclair,sign:encoding-malleability,missing_replay_protection,malicious_pairing_session,Info,B_corroborated,Remove the command buffer (#1476),https://github.com/ACINQ/eclair/commit/ae3d396413137321bb2439763ed79171fb75ea48
eclair,crypto-primitives,missing_origin_authorization,hostile_network_or_rpc,Info,B_corroborated,Fix memory leak and reduce overall memory usage (#365),https://github.com/ACINQ/eclair/commit/a00fd96ca64a18ed1b88ccce83cad5a16ceba393
eclair,test,other,malicious_pairing_session,Info,B_corroborated,Relay non-blinded failure from wallet nodes (#3050),https://github.com/ACINQ/eclair/commit/e0a9c0a03b00f15cb924ab4a0ae9d3fc0aa48bff
eclair,crypto-primitives,crypto_misuse,hostile_network_or_rpc,Info,B_corroborated,Fix Sphinx privacy leak (#1247),https://github.com/ACINQ/eclair/commit/102e2a65d75489648d5ade9e6e42907de1b0929a
eclair,test,missing_input_validation,unknown,Info,B_corroborated,Validate Bolt 11 fallback addresses (#3232),https://github.com/ACINQ/eclair/commit/1bc09764381dea842e058705599ca1391f85aa4f
eclair,network-io,missing_input_validation,unknown,Info,B_corroborated,Validate offers format (#2985),https://github.com/ACINQ/eclair/commit/3249f2b6077564030411c27d20ac08b30e0e2545
eclair,crypto-primitives,missing_input_validation,unknown,Info,B_corroborated,added validation checks on payment hash,https://github.com/ACINQ/eclair/commit/6297054a79d072c6474162a6289427deebad276d
eclair,test,missing_bounds_check,unknown,Info,B_corroborated,Check input out of bounds early in `tx_add_input` (#2393),https://github.com/ACINQ/eclair/commit/c1daaf3acdac1ff2ba1ecff6139019bdc8e68106
eclair,test,missing_input_validation,unknown,Info,B_corroborated,Avoid incoherent payment request features. (#1222),https://github.com/ACINQ/eclair/commit/d1342eb07209bf6928706832909de65364c1a4e3
eclair,sign:encoding-malleability,signature_verification_flaw,unknown,Info,B_corroborated,Add validation on the recid in `verifymessage` (#1928),https://github.com/ACINQ/eclair/commit/54fa208c7da9c9a789c3a6d1cd5f4126753645b0
eclair,platform:deserialization,user_deception,unknown,Info,B_corroborated,New PaymentRequest object + HTLC verification (#72),https://github.com/ACINQ/eclair/commit/fe2257297615e581123910941efa366e5d446402
eclair,serialization,missing_input_validation,malicious_pairing_session,Info,B_corroborated,Validate payment secret when decoding (#1840),https://github.com/ACINQ/eclair/commit/bbfbad5975925ed717ea423adb0a63b53f07ca65
eclair,other,missing_input_validation,malformed_input,Info,B_corroborated,Validate payment using minFinalExpiryDelta from node params (#2448),https://github.com/ACINQ/eclair/commit/ca6869530e2a118305c48984e1d610658b15a660
eclair,ui:display-integrity,user_deception,unknown,Info,C_candidate,TLV improvements and full spec compatibility (#1069),https://github.com/ACINQ/eclair/commit/1621e393dda0e979e68434d02d97b2641b686f96
eclair,key:derivation,incorrect_key_derivation,malicious_peer,Info,B_corroborated,Add support for mainnet (#513),https://github.com/ACINQ/eclair/commit/242f69fd6fcede2c8e9278267ca7e6fa63205ef8
eclair,network-io,integer_overflow_underflow,unknown,Info,B_corroborated,Fixed overflow issue with max duration (#975),https://github.com/ACINQ/eclair/commit/de5a7827bd33cde1298cf1b64ec36d1f3325f4a7
eclair,test,integer_overflow_underflow,malformed_input,Info,C_candidate,Configure dust in flight threshold (#1985),https://github.com/ACINQ/eclair/commit/75eafd0e4d4d93ac51e40a56c85e9df87a47d391
eclair,serialization,integer_overflow_underflow,malformed_input,Info,B_corroborated,Parse `max_htlc_value_in_flight_msat` as an unsigned long (closes #103,https://github.com/ACINQ/eclair/commit/8c00efb9b6ec07d21355f9017b030431725ff348
eclair,ui:phishing-detection,broken_access_control,malicious_pairing_session,Info,B_corroborated,Add threshold for disabling `from_future_htlc` (#3293),https://github.com/ACINQ/eclair/commit/119f8c2156e13a098b520fbaf2e44a5d967bba48
eclair,key:derivation,crypto_misuse,unknown,Info,B_corroborated,Unlock non-wallet inputs (#2828),https://github.com/ACINQ/eclair/commit/cd4d9fd4b026180cd642c41b8e828470ad982e97
eclair,key:derivation,crypto_misuse,malicious_peer,Info,B_corroborated,Remove support for claiming remote anchor output (#3062),https://github.com/ACINQ/eclair/commit/383d1413c336460882ad23d469f8a4fba00a817f
eclair,key:derivation,crypto_misuse,hostile_network_or_rpc,Info,B_corroborated,Abandon transactions whose ancestors have been double spent (#2818),https://github.com/ACINQ/eclair/commit/3d8dc88089d69f144dee3c018e04702c6551cb40
eclair,test,other,hostile_network_or_rpc,Info,B_corroborated,Improve wallet double-spend detection (#2258),https://github.com/ACINQ/eclair/commit/10eb9e932f9c0de06cc8926230d8ad4e2d1d9e2c
eclair,sign:encoding-malleability,signature_verification_flaw,hostile_network_or_rpc,Info,B_corroborated,Check that all UTXOS are p2sh on testnet (#228),https://github.com/ACINQ/eclair/commit/86133db5f79925bd85343407431367dd09b8eca1
eclair,ui:display-integrity,user_deception,malicious_pairing_session,Info,B_corroborated,Node relayer faster fulfill (#1306),https://github.com/ACINQ/eclair/commit/bd05eb140e5fa8374fece4f5379e7ffe65317c76
eclair,sign:bitcoin-sighash,other,unknown,Info,B_corroborated,Correctly extract `pubkeyScript` from tx witness (#555),https://github.com/ACINQ/eclair/commit/91c6645247b415c3ec277c81666cfcf8944eccdf
eclair,ui:transaction-preview,signature_verification_flaw,hostile_network_or_rpc,Info,B_corroborated,"Electrum: download, verify and store headers (#776)",https://github.com/ACINQ/eclair/commit/e082d89a3b61381f4db1e87b02eecb6839fb98cb
eclair,key:derivation,other,malicious_pairing_session,Info,B_corroborated,Use package relay for anchor force-close (#2963),https://github.com/ACINQ/eclair/commit/3d415bc9127cdd25779bda77d90307a42e82e21f
eclair,network-io,crypto_misuse,malicious_pairing_session,Info,B_corroborated,Automatically disable `from_future_htlc` when abused (#2928),https://github.com/ACINQ/eclair/commit/e09c830f103c75869e89470927aa3389a86eb1fc
eclair,network-io,missing_input_validation,malicious_pairing_session,Info,B_corroborated,Improve startup resource usage (#2733),https://github.com/ACINQ/eclair/commit/e3ba5243061bf7af2556c4cb2855191bf61cbede
eclair,sign:bitcoin-sighash,crypto_misuse,hostile_network_or_rpc,Info,C_candidate,Activate anchor output in channels (#1491),https://github.com/ACINQ/eclair/commit/3d4e00fe18063ea6f9b0940bb75ec5d1b6c4c6fb
eclair,sign:encoding-malleability,serialization_bug,malicious_pairing_session,Info,C_candidate,Audit: Keep track of sent/received/relayed payments and relay/network ,https://github.com/ACINQ/eclair/commit/75d23cf1b3a4c5e80a9b2f215eab0d7eb37b01fc
eclair,key:kdf,broken_access_control,malformed_input,Unrated,A_dependency,Bump org.postgresql:postgresql from 42.7.8 to 42.7.11 in /eclair-core,https://github.com/ACINQ/eclair/pull/3304
eclair,test,other,unknown,Unrated,B_corroborated,Fix flaky DER signature weight test,https://github.com/ACINQ/eclair/pull/3299
eclair,test,missing_input_validation,unknown,Unrated,B_corroborated,Validate Bolt 11 fallback addresses,https://github.com/ACINQ/eclair/pull/3232
eclair,sign:bitcoin-sighash,improper_state_update,unknown,Unrated,B_corroborated,Create fresh shutdown nonce on reconnection,https://github.com/ACINQ/eclair/pull/3184
eclair,key:derivation,crypto_misuse,malicious_peer,Unrated,B_corroborated,Correctly fill PSBT for taproot `interactive-tx`,https://github.com/ACINQ/eclair/pull/3169
eclair,test,other,unknown,Unrated,B_corroborated,Add high-S signature Bolt 11 test vector,https://github.com/ACINQ/eclair/pull/3163
eclair,key:derivation,nonce_reuse,malicious_peer,Unrated,B_corroborated,Resign next remote commit on reconnection,https://github.com/ACINQ/eclair/pull/3157
eclair,sign:bitcoin-sighash,crypto_misuse,unknown,Unrated,C_candidate,Split commit nonces from funding nonce in `tx_complete`,https://github.com/ACINQ/eclair/pull/3145
eclair,sign:encoding-malleability,signature_verification_flaw,unknown,Unrated,B_corroborated,Allow omitting `previousTx` for taproot splices,https://github.com/ACINQ/eclair/pull/3143
eclair,key:derivation,signature_verification_flaw,malicious_pairing_session,Unrated,C_candidate,Verify nonces on reconnection after  we've pruned funding transactions,https://github.com/ACINQ/eclair/pull/3138
eclair,key:derivation,serialization_bug,unknown,Unrated,B_corroborated,Add low-level tooling support for taproot channels,https://github.com/ACINQ/eclair/pull/3079
eclair,key:derivation,signature_verification_flaw,unknown,Unrated,B_corroborated,Stricter requirements on input details for signing (fixup for #3047),https://github.com/ACINQ/eclair/pull/3052
eclair,network-io,other,malicious_pairing_session,Unrated,B_corroborated,Relay non-blinded failure from wallet nodes,https://github.com/ACINQ/eclair/pull/3050
eclair,storage,unhandled_error_or_nil,malicious_pairing_session,Unrated,B_corroborated,Add more force-close tests for HTLC settlement,https://github.com/ACINQ/eclair/pull/3040
eclair,network-io,missing_input_validation,unknown,Unrated,B_corroborated,Validate offers format,https://github.com/ACINQ/eclair/pull/2985
eclair,network-io,other,unknown,Unrated,A_dependency,Bump ch.qos.logback:logback-classic from 1.2.3 to 1.2.13 in /eclair-fr,https://github.com/ACINQ/eclair/pull/2795
eclair,test,crypto_misuse,malicious_peer,Unrated,B_corroborated,Fix `tx_signatures` ordering for splices,https://github.com/ACINQ/eclair/pull/2768
eclair,network-io,crypto_misuse,malicious_peer,Unrated,B_corroborated,Don't send `splice_locked` before `tx_signatures`,https://github.com/ACINQ/eclair/pull/2741
eclair,test,missing_input_validation,malicious_peer,Unrated,B_corroborated,Ignore `commit_sig` for aborted splice,https://github.com/ACINQ/eclair/pull/2709
eclair,key:seed-mnemonic,weak_key_generation,hostile_network_or_rpc,Unrated,B_corroborated,Import descriptors during setup,https://github.com/ACINQ/eclair/pull/2685
eclair,key:seed-mnemonic,weak_key_generation,hostile_network_or_rpc,Unrated,C_candidate,Use mnemonic code for our onchain seed,https://github.com/ACINQ/eclair/pull/2667
eclair,key:derivation,weak_key_generation,hostile_network_or_rpc,Unrated,B_corroborated,Delegate Bitcoin Core's private key management to Eclair,https://github.com/ACINQ/eclair/pull/2613
eclair,other,missing_input_validation,malformed_input,Unrated,B_corroborated,Validate payment using minFinalExpiryDelta from node params,https://github.com/ACINQ/eclair/pull/2448
eclair,test,missing_bounds_check,unknown,Unrated,B_corroborated,Check input out of bounds early in `tx_add_input`,https://github.com/ACINQ/eclair/pull/2393
eclair,serialization,serialization_bug,malicious_pairing_session,Unrated,B_corroborated,Add a channel congestion control mechanism,https://github.com/ACINQ/eclair/pull/2330
eclair,test,weak_key_generation,unknown,Unrated,B_corroborated,Check that channel seed has not been modified,https://github.com/ACINQ/eclair/pull/2226
eclair,build-ci,broken_access_control,compromised_dependency,Unrated,B_corroborated,Add token permissions for latest-bitcoind.yml,https://github.com/ACINQ/eclair/pull/2200
eclair,network-io,signature_verification_flaw,unknown,Unrated,A_dependency,Bump postgresql from 42.2.23 to 42.2.25 in /eclair-core,https://github.com/ACINQ/eclair/pull/2160
eclair,test,integer_overflow_underflow,malformed_input,Unrated,C_candidate,Configure dust in flight threshold,https://github.com/ACINQ/eclair/pull/1985
eclair,serialization,missing_input_validation,malicious_pairing_session,Unrated,B_corroborated,Validate payment secret when decoding,https://github.com/ACINQ/eclair/pull/1840
eclair,sign:encoding-malleability,serialization_bug,malicious_pairing_session,Unrated,B_corroborated,Basic performance analysis,https://github.com/ACINQ/eclair/pull/1809
eclair,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,Make signing payment requests faster,https://github.com/ACINQ/eclair/pull/1754
eclair,key:entropy-rng,weak_key_generation,malicious_peer,Unrated,B_corroborated,Segregate the node seed from the channel seed,https://github.com/ACINQ/eclair/pull/1584
eclair,network-io,untrusted_code_execution,malicious_pairing_session,Unrated,C_candidate,Rework feerate mismatch,https://github.com/ACINQ/eclair/pull/1473
eclair,test,resource_exhaustion,malicious_peer,Unrated,C_candidate,Scale fulfill safety window based on amount at risk,https://github.com/ACINQ/eclair/pull/1452
eclair,key:entropy-rng,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,Find multi part route,https://github.com/ACINQ/eclair/pull/1427
eclair,test,user_deception,unknown,Unrated,B_corroborated,Validate `channel_announcement` sigs early,https://github.com/ACINQ/eclair/pull/1406
eclair,test,crypto_misuse,unknown,Unrated,B_corroborated,make Commitments method return Try[],https://github.com/ACINQ/eclair/pull/1311
eclair,crypto-primitives,crypto_misuse,hostile_network_or_rpc,Unrated,B_corroborated,Fix Sphinx privacy leak,https://github.com/ACINQ/eclair/pull/1247
eclair,sign:curve-primitives,missing_input_validation,unknown,Unrated,B_corroborated,Payment Request: speed up node id computation,https://github.com/ACINQ/eclair/pull/1203
eclair,key:derivation,weak_key_generation,malicious_peer,Unrated,B_corroborated,Derive channel keys from the channel funding pubkey,https://github.com/ACINQ/eclair/pull/1097
eclair,key:derivation,weak_key_generation,malicious_peer,Unrated,B_corroborated,Deterministic channel keypath,https://github.com/ACINQ/eclair/pull/1086
eclair,key:derivation,incorrect_key_derivation,hostile_network_or_rpc,Unrated,B_corroborated,Use compact encoding for signatures (64 bytes) instead of DER,https://github.com/ACINQ/eclair/pull/1014
eclair,key:backup-restore,weak_key_generation,hostile_network_or_rpc,Unrated,B_corroborated,Recovery tool,https://github.com/ACINQ/eclair/pull/995
eclair,network-io,integer_overflow_underflow,unknown,Unrated,B_corroborated,Fixed overflow issue with max duration,https://github.com/ACINQ/eclair/pull/975
eclair,key:entropy-rng,weak_key_generation,unknown,Unrated,C_candidate,API: optionally use a user supplied preimage when creating invoices,https://github.com/ACINQ/eclair/pull/965
eclair,ui:transaction-preview,weak_key_generation,unknown,Unrated,B_corroborated,Improve Electrum start-up time,https://github.com/ACINQ/eclair/pull/848
eclair,other,missing_origin_authorization,unknown,Unrated,B_corroborated,Ignore 'origin htlc not found' in CLOSING,https://github.com/ACINQ/eclair/pull/708
eclair,test,improper_state_update,unknown,Unrated,B_corroborated,Support signing multiple similar/identical HTLCs,https://github.com/ACINQ/eclair/pull/553
eclair,network-io,resource_exhaustion,unknown,Unrated,B_corroborated,Better handling of force-closing of channels,https://github.com/ACINQ/eclair/pull/483
eclair,key:seed-mnemonic,weak_key_generation,unknown,Unrated,B_corroborated,Added an optional seed to Setup,https://github.com/ACINQ/eclair/pull/424
eclair,serialization,crypto_misuse,hostile_network_or_rpc,Unrated,B_corroborated,Use a separate `htlc_key` to sign 2nd stage htlc txs,https://github.com/ACINQ/eclair/pull/213
eclair,sign:encoding-malleability,crypto_misuse,unknown,Unrated,B_corroborated,Re-send htlc/sigs after `funding_locked`,https://github.com/ACINQ/eclair/pull/169
eclair,sign:encoding-malleability,crypto_misuse,hostile_network_or_rpc,Unrated,B_corroborated,Added support for UpdateFee,https://github.com/ACINQ/eclair/pull/29
